261	115	473
112	32	474
98	117	475
278	265	476
303	294	477
298	373	478
119	101	479
100	105	480
278	103	481
270	287	482
276	354	483
115	279	484
109	101	485
264	256	486
266	99	487
288	32	488
281	308	489
100	299	490
104	101	491
286	114	492
266	100	493
280	268	494
464	319	495
347	104	496
105	122	497
395	268	498
116	261	499
278	116	500
97	107	501
386	444	502
327	32	503
10	382	504
110	101	505
112	104	506
269	284	507
109	262	508
102	108	509
97	273	510
301	115	511
276	65	512
115	300	513
292	108	514
73	32	515
261	118	516
264	103	517
104	316	518
259	100	519
97	259	520
416	295	521
73	110	522
335	116	523
298	108	524
411	32	525
276	317	526
99	305	527
83	116	528
262	99	529
112	344	530
349	109	531
112	282	532
99	282	533
361	109	534
270	268	535
272	32	536
112	460	537
266	115	538
101	265	539
105	112	540
257	114	541
385	261	542
97	102	543
111	98	544
386	273	545
119	478	546
256	115	547
338	265	548
97	263	549
336	292	550
100	261	551
270	104	552
67	104	553
105	308	554
102	261	555
274	265	556
100	114	557
112	338	558
34	32	559
109	309	560
109	351	561
334	157	562
112	101	563
65	32	564
470	256	565
107	110	566
272	273	567
328	99	568
336	261	569
264	268	570
115	304	571
112	418	572
313	256	573
346	268	574
334	156	575
112	272	576
399	116	577
117	282	578
115	99	579
98	114	580
448	258	581
274	256	582
101	103	583
50	414	584
102	32	585
121	437	586
115	294	587
119	401	588
312	32	589
262	265	590
321	256	591
282	99	592
105	263	593
271	484	594
87	104	595
50	48	596
475	265	597
277	258	598
399	265	599
277	283	600
286	412	601
102	329	602
59	32	603
100	111	604
341	256	605
85	110	606
309	258	607
304	382	608
103	266	609
404	109	610
285	115	611
119	256	612
266	413	613
272	100	614
109	261	615
111	305	616
117	112	617
389	273	618
270	116	619
340	118	620
107	256	621
121	268	622
112	111	623
97	286	624
375	263	625
118	261	626
378	116	627
101	301	628
278	258	629
323	265	630
274	258	631
48	32	632
97	323	633
102	356	634
259	256	635
114	281	636
378	100	637
332	435	638
115	121	639
299	104	640
394	333	641
481	104	642
100	358	643
324	279	644
272	103	645
326	110	646
115	265	647
277	121	648
101	304	649
32	284	650
282	108	651
280	294	652
98	337	653
101	273	654
292	273	655
114	277	656
104	297	657
287	307	658
109	270	659
262	115	660
383	412	661
65	108	662
332	108	663
105	274	664
563	111	665
305	457	666
97	298	667
99	111	668
121	355	669
258	352	670
109	548	671
257	314	672
100	274	673
550	366	674
276	83	675
109	259	676
104	549	677
340	436	678
267	100	679
287	426	680
303	268	681
364	396	682
117	258	683
315	367	684
98	320	685
361	112	686
330	256	687
116	295	688
115	105	689
99	272	690
407	337	691
292	32	692
101	288	693
513	256	694
349	268	695
375	100	696
115	292	697
381	261	698
104	292	699
259	661	700
97	119	701
272	105	702
325	256	703
97	269	704
283	258	705
109	264	706
265	289	707
282	270	708
296	289	709
108	315	710
615	281	711
104	256	712
312	98	713
65	711	714
610	268	715
433	107	716
100	101	717
115	516	718
100	674	719
105	285	720
119	472	721
338	256	722
332	476	723
481	319	724
104	305	725
103	111	726
121	112	727
102	281	728
260	270	729
108	121	730
117	103	731
109	303	732
99	313	733
292	373	734
285	108	735
97	307	736
261	269	737
98	377	738
117	99	739
115	357	740
256	284	741
301	265	742
262	273	743
328	107	744
118	105	745
282	103	746
324	310	747
112	117	748
278	115	749
304	354	750
65	110	751
378	263	752
262	413	753
105	282	754
276	66	755
562	32	756
119	279	757
293	298	758
98	622	759
276	72	760
63	32	761
104	261	762
105	271	763
115	268	764
50	32	765
277	116	766
353	112	767
290	119	768
350	116	769
331	100	770
114	299	771
293	616	772
101	45	773
375	107	774
496	268	775
260	582	776
266	103	777
270	291	778
49	56	779
315	110	780
318	308	781
297	285	782
299	115	783
98	301	784
280	269	785
325	32	786
97	293	787
358	32	788
318	258	789
111	268	790
609	261	791
108	259	792
643	555	793
508	273	794
102	335	795
339	551	796
275	116	797
277	256	798
321	328	799
259	531	800
665	591	801
337	265	802
301	268	803
103	108	804
296	284	805
101	293	806
99	301	807
400	98	808
112	270	809
260	114	810
100	279	811
298	32	812
324	333	813
102	101	814
73	367	815
105	32	816
343	310	817
117	365	818
110	409	819
572	281	820
115	313	821
105	309	822
267	273	823
259	99	824
41	269	825
602	647	826
264	376	827
282	384	828
67	264	829
344	112	830
100	320	831
259	118	832
100	337	833
391	115	834
258	307	835
299	268	836
110	270	837
102	328	838
267	103	839
364	112	840
49	32	841
118	329	842
370	289	843
119	405	844
298	256	845
117	286	846
312	309	847
596	49	848
53	32	849
100	270	850
364	98	851
99	309	852
115	97	853
375	369	854
337	264	855
102	259	856
260	401	857
685	479	858
303	269	859
300	256	860
353	104	861
431	388	862
281	256	863
106	356	864
110	279	865
291	285	866
339	100	867
104	400	868
115	108	869
65	114	870
124	124	871
322	473	872
69	110	873
295	289	874
398	105	875
261	109	876
260	535	877
112	305	878
109	272	879
450	396	880
340	99	881
272	263	882
99	327	883
118	702	884
277	287	885
491	271	886
328	369	887
344	355	888
325	298	889
267	258	890
327	315	891
117	474	892
110	525	893
358	281	894
262	258	895
299	319	896
316	285	897
119	734	898
115	330	899
293	465	900
374	289	901
112	267	902
98	292	903
110	291	904
517	32	905
282	331	906
282	116	907
334	148	908
334	147	909
115	111	910
410	116	911
445	57	912
257	501	913
102	114	914
104	399	915
259	286	916
67	300	917
101	121	918
112	116	919
261	116	920
389	107	921
99	472	922
391	105	923
312	351	924
114	270	925
282	256	926
442	259	927
266	268	928
626	273	929
117	308	930
117	468	931
114	273	932
314	537	933
465	117	934
381	279	935
121	115	936
102	392	937
748	403	938
380	472	939
361	321	940
355	32	941
100	405	942
104	295	943
276	77	944
99	627	945
105	98	946
806	110	947
415	861	948
276	70	949
101	10	950
117	302	951
276	79	952
526	297	953
325	321	954
313	308	955
534	339	956
110	808	957
124	10	958
98	111	959
301	256	960
453	367	961
109	424	962
527	108	963
105	311	964
317	297	965
453	265	966
271	117	967
108	358	968
102	305	969
475	298	970
117	265	971
455	107	972
261	103	973
307	285	974
109	271	975
46	269	976
272	109	977
363	284	978
415	278	979
330	309	980
102	889	981
281	116	982
260	311	983
403	256	984
274	268	985
340	116	986
32	289	987
336	333	988
398	107	989
104	456	990
335	536	991
323	256	992
108	100	993
433	369	994
100	410	995
639	286	996
115	305	997
32	40	998
119	270	999
